@relation Instances

@attribute athletics_hints_count numeric
@attribute cricket_hints_count numeric
@attribute football_hints_count numeric
@attribute rugby_hints_count numeric
@attribute tennis_hints_count numeric
@attribute capitalized_words_count numeric
@attribute gender_dominance numeric
@attribute text_length numeric
@attribute sentences_count numeric
@attribute paragraphs_count numeric
@attribute words_per_sentence_average numeric
@attribute quote_count numeric
@attribute single_sport_hints_count numeric
@attribute team_sport_hints_count numeric
@attribute number_count numeric
@attribute class {athletics,cricket,football,rugby,tennis}

@data
0,0,1,0,0,46,0,959,9,4,17,0,1,1,0,football
0,0,0,0,0,61,0,1503,15,5,17,1,4,0,5,football
0,0,0,0,0,60,0,1601,19,4,15,4,4,0,4,football
0,0,0,0,0,66,0,2121,19,5,20,2,1,6,2,football
0,0,1,0,0,57,0,1425,13,4,19,2,6,3,3,football
0,0,1,0,0,66,0,1727,18,4,16,3,0,2,3,football
0,0,0,0,0,43,0,1191,11,3,18,1,1,7,2,football
0,0,0,0,0,124,0,2510,23,14,18,0,0,1,10,football
0,0,0,0,0,23,0,763,7,4,18,0,0,3,4,football
0,0,1,0,0,31,0,1102,9,5,21,2,2,1,0,football
0,0,0,0,0,49,0,1413,17,4,15,2,1,11,4,football
0,0,1,0,0,28,0,901,8,3,20,1,0,8,2,football
0,0,1,0,0,68,0,2697,26,5,19,5,4,7,5,football
0,0,1,0,0,35,0,909,7,3,21,1,0,0,1,football
0,0,0,0,0,55,0,1652,16,3,18,2,0,14,3,football
0,0,0,0,0,56,0,1904,21,3,16,2,1,19,4,football
0,0,0,0,0,37,0,965,8,3,20,0,0,0,3,football
0,0,0,0,0,129,0,1704,10,4,25,0,0,1,4,football
0,0,0,0,0,39,0,791,7,3,19,0,0,1,4,football
0,0,0,0,0,78,0,1833,18,4,18,2,1,8,4,football
0,0,5,0,0,51,0,1337,11,3,20,1,0,1,8,football
0,1,3,0,0,155,0,4683,45,7,19,0,11,32,12,football
0,0,2,0,0,72,0,2666,20,6,23,3,4,7,2,football
0,0,1,0,0,73,0,1705,19,5,17,3,5,5,2,football
0,0,2,0,0,100,0,3048,44,21,11,2,4,7,5,football
0,0,0,0,0,121,0,4539,33,5,24,0,0,1,4,football
0,0,4,0,0,75,0,2286,14,5,27,1,0,3,3,football
0,0,2,1,0,37,0,1410,14,4,17,3,1,1,0,football
0,0,1,0,0,84,0,3237,31,5,19,4,5,6,6,football
0,0,0,0,0,59,0,1749,15,4,20,1,0,4,7,football
0,0,1,0,0,236,0,5231,44,7,19,1,0,1,32,football
0,0,4,0,0,38,0,1437,9,3,26,0,0,1,1,football
0,0,3,0,0,91,0,3485,33,5,19,0,0,3,0,football
0,0,0,0,0,69,0,2439,21,5,20,4,4,3,2,football
0,0,0,0,0,107,0,3151,31,6,18,4,1,4,5,football
0,0,1,0,0,95,0,3788,30,7,23,0,3,6,3,football
0,0,5,0,0,92,0,3479,28,6,23,0,5,9,5,football
0,0,3,0,0,49,0,1989,14,4,23,1,0,4,0,football
0,0,0,0,0,107,0,3324,24,7,23,5,1,0,3,football
0,0,0,0,0,66,0,2815,28,6,19,1,2,10,6,football
0,0,0,0,0,33,0,881,8,3,19,2,4,3,5,football
0,0,1,0,0,44,0,1733,15,3,20,2,1,3,10,football
0,0,2,0,0,122,0,2534,19,8,22,0,0,0,9,football
0,0,6,0,0,95,0,1565,9,3,28,0,0,0,1,football
0,0,1,0,0,91,0,2826,24,6,20,0,0,6,0,football
0,0,2,0,0,130,0,3301,28,4,19,0,0,2,25,football
0,0,3,0,0,117,0,3539,21,7,29,1,0,0,10,football
0,0,8,0,0,107,0,3543,31,5,19,0,4,1,15,football
0,0,2,0,0,63,0,1228,12,3,18,1,2,1,8,football
0,0,0,0,0,64,0,2277,22,5,19,0,3,19,5,football
0,0,2,0,0,30,0,1330,11,4,20,1,4,0,5,football
0,0,0,0,0,102,0,2948,28,5,19,3,0,0,4,football
0,0,4,0,0,92,0,3090,27,5,20,5,2,6,2,football
0,0,0,0,0,44,0,1028,13,4,14,2,2,1,1,football
0,0,1,0,0,88,1,2190,21,6,17,4,1,1,8,football
0,0,1,0,0,57,0,1535,17,5,16,2,0,0,6,football
0,0,0,0,0,36,0,1163,12,3,17,1,0,4,3,football
0,0,1,0,0,28,0,991,8,4,21,1,0,0,0,football
1,0,0,0,0,37,0,743,6,3,20,0,0,0,0,football
0,0,1,0,0,83,0,2758,26,4,18,2,0,3,3,football
0,0,1,0,0,73,0,1758,18,4,17,2,4,1,8,football
0,0,5,0,0,50,0,3585,33,7,20,0,1,5,4,football
0,0,3,0,0,102,0,2782,25,5,19,4,4,1,2,football
0,0,4,0,0,78,0,2504,26,6,16,3,1,1,1,football
0,0,0,0,0,47,0,1233,13,5,17,1,3,1,3,football
0,0,3,0,0,113,0,4162,30,6,24,7,0,4,12,football
0,0,0,0,0,44,0,1293,10,4,23,1,0,5,11,football
0,0,1,0,0,48,0,936,7,4,21,0,1,0,0,football
0,0,0,0,0,60,0,1166,8,4,24,0,1,1,12,football
0,0,0,0,0,148,0,3453,27,13,21,0,0,0,15,football
0,0,0,0,0,180,0,3858,36,5,18,1,0,8,16,football
0,0,4,0,0,56,0,1365,10,3,22,0,0,6,3,football
0,0,0,0,0,142,0,2991,31,5,16,1,0,8,16,football
0,0,0,0,0,36,0,1319,12,4,20,2,2,14,2,football
0,0,4,0,0,74,0,2885,19,5,26,2,0,6,3,football
0,0,0,0,0,44,0,1514,13,4,21,3,2,3,7,football
0,0,0,0,0,176,0,3332,29,11,19,0,0,0,18,football
0,0,1,0,0,35,0,1071,13,3,14,1,0,1,2,football
0,0,0,0,0,113,0,1651,19,4,13,1,0,10,12,football
0,0,2,0,0,56,0,1609,13,3,20,2,0,1,0,football
0,0,4,0,0,25,0,886,8,3,17,1,0,4,2,football
0,0,3,0,0,112,0,2175,16,3,22,3,1,2,2,football
0,0,0,0,0,151,0,2779,26,12,17,0,0,0,19,football
0,0,0,0,0,197,0,3610,41,6,14,1,1,8,16,football
0,0,0,0,0,48,0,1232,10,3,21,0,0,0,4,football
0,0,0,0,0,66,0,1436,12,4,21,2,2,0,10,football
0,0,0,0,0,49,0,1187,12,3,17,1,1,0,3,football
0,0,0,1,0,49,0,2221,26,6,15,4,4,10,5,rugby
0,0,0,0,0,106,0,2259,17,5,22,1,0,0,9,rugby
0,0,0,0,0,47,0,1404,16,3,15,2,0,16,6,rugby
0,0,0,0,0,136,0,2116,15,6,21,1,0,7,6,rugby
0,0,0,0,0,40,0,1240,14,4,16,1,0,4,0,rugby
0,0,0,1,0,76,0,2155,25,5,15,2,1,10,2,rugby
0,0,0,0,0,74,0,2400,23,5,19,4,2,23,5,rugby
0,0,0,0,0,85,0,1985,21,5,16,3,0,6,9,rugby
0,0,0,0,0,43,0,1284,17,4,13,2,0,8,5,rugby
0,0,0,0,0,111,0,1960,16,9,19,0,0,0,16,rugby
0,0,0,2,0,140,0,2390,21,9,18,2,0,2,19,rugby
0,0,0,20,0,159,0,1542,6,4,37,0,1,0,1,rugby
0,0,0,0,0,40,0,951,9,3,18,1,0,6,2,rugby
0,0,0,0,0,40,0,1070,8,3,23,0,2,0,1,rugby
0,0,0,1,0,38,0,1100,11,3,16,1,1,0,0,rugby
1,0,0,0,0,70,0,2487,19,5,22,1,0,3,3,rugby
0,0,0,1,0,84,0,1737,12,4,24,0,0,0,13,rugby
0,0,1,0,0,41,0,1228,15,3,14,2,0,11,5,rugby
0,0,0,0,0,134,0,2870,23,12,20,0,0,0,11,rugby
0,0,0,1,0,85,0,2543,28,5,16,3,4,6,6,rugby
0,0,0,0,0,50,0,1343,11,3,21,1,1,3,2,rugby
0,0,0,0,0,33,0,947,10,3,15,1,0,7,2,rugby
0,0,0,0,0,109,0,1661,13,5,19,1,0,3,3,rugby
0,0,0,1,0,73,0,2056,20,4,17,2,0,6,3,rugby
0,0,0,0,0,131,0,3366,33,5,19,0,5,3,1,rugby
0,0,0,0,0,47,0,2229,28,4,15,0,0,23,2,rugby
0,0,0,0,0,135,0,2534,16,6,25,1,0,7,4,rugby
0,0,0,0,0,200,0,3551,27,11,22,0,0,0,9,rugby
0,0,0,0,0,217,0,4224,31,13,23,0,0,0,11,rugby
0,0,0,0,0,124,0,3352,30,6,20,3,3,1,6,rugby
0,0,0,0,0,133,0,2881,23,12,20,0,0,0,9,rugby
0,0,0,1,0,79,0,1646,13,4,22,1,3,2,7,rugby
0,0,0,0,0,71,0,1908,16,4,20,1,1,0,0,rugby
0,0,0,2,0,43,0,883,7,3,22,0,0,5,5,rugby
0,0,2,1,0,44,0,1534,16,4,17,1,2,8,3,rugby
0,0,1,1,0,30,0,787,6,3,20,1,0,0,2,rugby
0,0,0,1,0,163,0,2323,18,12,22,2,0,8,9,rugby
0,0,0,0,0,47,0,1337,11,4,20,1,1,1,4,rugby
0,0,0,0,0,161,0,2425,19,13,22,2,0,7,5,rugby
0,0,0,0,0,186,0,3025,26,13,20,2,0,9,7,rugby
0,0,0,0,0,81,0,938,8,6,16,0,0,0,2,rugby
0,0,0,0,0,75,0,813,7,9,16,0,0,0,3,rugby
0,0,0,0,0,50,0,1616,19,6,15,3,0,19,4,rugby
0,0,0,2,0,90,0,2545,26,5,17,4,0,2,4,rugby
0,0,0,3,0,116,0,2631,26,7,18,3,2,5,2,rugby
0,0,0,3,0,116,0,2642,26,7,18,4,2,5,2,rugby
0,0,0,1,0,97,0,2844,28,7,17,7,0,1,2,rugby
0,0,0,2,0,247,0,3041,19,7,26,1,0,2,3,rugby
0,0,0,0,0,148,0,2246,14,7,24,0,0,2,7,rugby
0,0,0,0,0,150,0,2433,17,6,23,1,2,1,2,rugby
0,0,0,0,0,123,0,1666,13,6,20,1,0,3,0,rugby
0,0,0,0,0,41,0,1290,11,4,19,1,0,6,3,rugby
0,0,0,0,0,62,0,2182,25,6,16,2,1,12,2,rugby
0,0,0,1,0,60,0,1940,20,5,17,2,1,7,2,rugby
0,0,0,0,0,83,0,2577,27,7,17,3,0,8,5,rugby
0,0,0,2,0,187,0,1832,10,5,29,1,0,2,1,rugby
0,0,0,0,0,101,0,2630,26,5,17,3,0,2,6,rugby
0,0,0,0,0,46,0,1248,11,4,19,2,0,2,1,rugby
0,0,0,0,0,93,0,1979,19,7,17,2,2,0,4,rugby
0,0,1,2,0,64,0,1543,12,7,20,5,0,3,4,rugby
0,0,0,0,0,146,0,2246,14,7,24,0,0,2,7,rugby
0,0,0,0,0,61,0,1706,15,4,20,1,0,3,4,rugby
0,0,1,3,0,61,0,1269,14,3,15,1,2,0,4,rugby
0,0,0,1,0,48,0,1783,16,4,18,2,0,2,0,rugby
0,0,0,0,0,48,0,1705,16,4,18,2,0,6,3,rugby
0,0,0,0,0,72,0,2143,18,4,21,1,2,12,4,rugby
0,0,0,0,0,99,0,1198,8,5,23,0,0,7,0,rugby
0,0,0,0,0,127,0,1381,9,4,23,0,0,1,1,rugby
0,0,0,0,0,67,0,1739,13,5,24,1,0,5,4,rugby
0,0,0,0,0,58,0,1544,12,4,21,1,0,3,2,rugby
0,0,0,0,0,87,0,2916,31,5,16,0,0,2,6,rugby
0,0,0,0,0,66,0,1710,13,4,22,2,0,3,7,rugby
0,0,0,0,0,46,0,904,7,4,22,0,0,0,3,rugby
0,0,1,3,0,68,0,1427,10,3,24,0,0,3,9,rugby
0,0,0,6,0,81,0,2676,23,6,19,4,0,9,3,rugby
0,0,0,1,0,62,0,2154,19,5,19,2,0,5,1,rugby
0,0,1,8,0,46,0,1356,11,4,21,2,0,2,1,rugby
0,0,0,2,0,47,0,1705,14,5,21,2,3,7,5,rugby
0,0,2,6,0,62,0,1294,9,3,22,0,0,0,1,rugby
0,0,0,3,0,48,0,1750,17,4,17,1,0,4,1,rugby
0,0,0,5,0,180,0,4518,37,5,21,0,1,1,22,rugby
0,0,0,5,0,44,0,2029,20,4,17,1,2,10,5,rugby
0,0,0,2,0,56,0,1953,19,4,19,2,8,0,6,rugby
0,0,0,3,0,85,0,2253,18,4,22,1,1,3,6,rugby
0,0,0,2,0,137,0,4338,28,15,25,0,0,0,8,rugby
0,1,0,4,0,55,0,1285,10,3,21,1,0,1,1,rugby
0,0,0,4,0,66,0,1883,17,4,18,2,0,8,7,rugby
0,0,1,11,0,442,0,9479,53,17,31,1,0,8,108,rugby
0,0,0,3,0,40,0,1561,9,3,26,2,0,2,0,rugby
0,0,0,4,0,106,0,2526,16,6,26,2,5,1,11,rugby
0,0,3,7,0,67,0,1513,12,4,22,2,0,5,4,rugby
0,0,0,4,0,129,0,4419,30,10,24,0,0,0,8,rugby
0,0,0,1,0,131,0,2378,21,8,18,1,0,9,9,rugby
0,0,0,1,0,205,0,3760,27,11,23,0,0,0,17,rugby
0,0,0,1,0,150,0,2141,19,10,18,1,0,7,10,rugby
0,0,0,0,0,203,0,2441,20,7,18,2,1,0,2,rugby
0,0,0,0,0,70,0,2391,19,3,20,0,0,1,8,rugby
0,0,0,1,0,59,0,1326,10,4,23,1,0,4,11,rugby
0,0,0,2,0,96,0,2465,20,3,21,1,0,0,6,rugby
0,0,0,1,0,224,0,3429,24,10,22,1,0,0,5,rugby
0,0,0,1,0,115,0,2368,25,9,16,0,0,3,6,rugby
0,0,0,6,0,98,0,2946,24,5,21,2,2,3,4,rugby
0,0,0,0,0,64,0,1715,13,3,22,1,0,2,4,rugby
0,0,0,6,0,98,0,2948,24,5,21,2,2,3,4,rugby
0,0,0,1,0,43,0,987,8,3,19,0,0,1,4,rugby
0,0,0,1,0,51,0,1226,11,5,19,2,0,1,3,rugby
0,0,0,2,0,40,0,983,9,4,19,1,2,2,1,rugby
0,0,0,2,0,88,0,2971,24,6,22,5,2,6,7,rugby
0,0,0,1,0,50,0,1188,9,4,23,1,0,0,4,rugby
0,0,0,0,0,63,0,2427,18,6,23,2,3,3,5,rugby
0,0,0,1,0,48,0,1906,16,4,20,2,0,16,6,rugby
0,0,0,1,0,77,0,2311,16,4,24,1,2,3,10,rugby
0,0,0,1,0,77,0,2323,16,5,24,1,2,3,10,rugby
0,0,0,1,0,61,0,1521,12,4,23,1,1,7,9,rugby
0,0,1,3,0,38,0,958,7,3,23,0,1,0,4,rugby
0,0,1,4,0,69,0,2053,16,6,20,3,0,5,6,rugby
0,0,0,0,0,51,0,1333,15,4,16,2,6,0,2,rugby
0,0,0,3,0,59,0,1462,12,3,21,2,1,2,4,rugby
0,0,0,2,0,59,0,1147,10,3,18,1,0,1,2,rugby
0,0,0,1,0,31,0,1025,9,3,20,1,0,1,1,rugby
0,0,0,0,0,48,0,1113,10,5,18,0,0,0,3,rugby
0,0,0,4,0,114,0,3848,27,8,24,5,0,3,12,rugby
0,0,0,0,0,67,0,2005,18,5,19,2,1,5,7,rugby
0,0,0,6,0,75,0,2394,25,7,17,4,1,3,3,rugby
0,0,0,3,0,32,0,1355,11,4,22,1,0,1,1,rugby
1,0,1,3,0,53,0,1720,18,5,17,2,0,8,1,rugby
0,0,0,3,0,111,0,1822,16,9,19,0,0,6,13,rugby
0,0,0,1,0,101,0,3640,27,5,23,4,1,0,5,rugby
0,2,0,5,0,86,0,1445,10,4,24,2,0,4,7,rugby
0,0,0,3,0,146,0,3426,27,6,22,2,0,2,14,rugby
0,0,1,2,0,122,0,3710,34,7,18,1,0,0,5,rugby
0,0,0,0,0,223,0,4257,32,10,22,1,0,0,16,rugby
0,0,0,1,0,76,0,2151,25,6,15,3,1,10,2,rugby
0,0,0,0,0,167,0,2776,21,10,22,0,0,0,10,rugby
0,0,0,0,0,41,0,1290,11,4,19,1,0,6,3,rugby
0,0,0,1,0,68,0,2111,23,4,16,2,3,8,4,rugby
0,0,0,0,0,151,0,1941,11,6,28,0,0,1,6,rugby
0,0,0,2,0,44,0,1386,15,4,16,2,1,0,4,rugby
0,0,0,1,0,76,0,1843,13,5,24,1,0,9,4,rugby
0,0,0,3,0,113,0,3090,21,5,26,2,5,1,12,rugby
0,0,0,0,0,200,0,3966,31,12,21,0,0,0,11,rugby
0,0,0,0,0,90,0,2435,22,5,18,3,0,0,8,rugby
0,0,0,0,0,218,0,4223,31,13,23,0,0,0,13,rugby
0,0,0,0,0,76,0,1315,13,6,16,0,0,3,1,rugby
0,0,0,0,0,61,0,1113,10,6,17,0,0,0,0,rugby
0,0,0,0,2,60,0,1891,14,4,24,0,0,1,18,tennis
0,0,0,0,1,50,0,911,8,3,19,0,0,0,16,tennis
0,0,0,0,1,93,0,2334,23,5,19,2,8,0,9,tennis
0,0,0,0,0,57,0,1424,17,4,15,1,2,0,17,tennis
0,0,0,0,0,52,0,1808,17,4,20,1,4,0,11,tennis
0,0,0,0,1,102,0,1793,19,4,16,1,1,1,36,tennis
0,0,0,0,0,60,0,1147,15,4,13,2,1,0,26,tennis
0,0,0,0,0,44,0,1060,10,3,19,0,1,0,15,tennis
0,0,0,0,0,83,0,1207,10,3,20,0,0,0,37,tennis
0,0,0,0,0,87,1,1612,17,4,15,1,1,0,24,tennis
0,0,0,0,1,72,0,1597,13,5,21,1,0,2,6,tennis
0,0,0,0,2,48,0,1456,15,5,16,2,0,2,0,tennis
0,0,0,0,0,53,0,1813,17,4,20,1,4,0,11,tennis
0,0,0,0,0,38,0,1060,12,3,15,0,1,1,10,tennis
0,0,0,0,0,75,1,1702,18,4,16,1,1,1,19,tennis
0,0,0,0,0,87,1,1612,17,4,15,1,1,0,24,tennis
0,0,0,0,2,71,0,1501,11,4,23,0,0,2,3,tennis
0,0,0,0,2,48,0,1455,15,4,16,2,0,2,0,tennis
0,0,0,0,0,67,1,1325,14,4,16,1,1,1,23,tennis
0,0,0,0,0,70,1,982,7,3,23,0,0,0,28,tennis
0,0,0,0,0,40,1,923,7,3,23,0,0,0,6,tennis
1,0,0,0,1,39,1,950,10,3,16,1,2,0,2,tennis
0,0,0,0,2,33,1,887,8,3,18,2,0,0,3,tennis
0,0,0,0,0,48,0,809,8,3,18,0,1,0,22,tennis
0,0,0,0,1,53,1,1590,19,4,15,2,0,1,2,tennis
0,0,0,0,0,119,1,2816,30,10,16,2,1,1,48,tennis
0,1,0,0,4,68,1,1755,16,4,19,1,2,0,6,tennis
0,0,0,0,5,84,1,2551,26,5,15,3,2,5,1,tennis
0,0,0,0,4,109,0,2759,27,5,17,2,0,6,10,tennis
0,0,0,0,0,61,0,1681,22,4,13,1,1,0,10,tennis
0,0,0,0,0,54,0,1221,9,3,23,0,1,2,17,tennis
0,0,0,0,0,58,0,901,9,3,17,2,1,0,19,tennis
0,0,0,0,1,38,0,928,7,3,23,1,1,1,8,tennis
0,0,0,0,1,35,1,820,8,3,18,1,1,0,6,tennis
0,0,0,0,1,61,1,1536,15,4,18,1,3,1,15,tennis
0,0,0,0,1,34,1,938,10,3,15,1,3,0,6,tennis
0,0,0,0,1,40,0,773,5,3,24,0,0,0,5,tennis
0,0,0,0,0,63,0,1228,12,4,19,1,2,0,23,tennis
0,0,0,0,0,54,0,1040,9,3,20,0,0,0,23,tennis
0,0,0,0,0,32,1,965,8,3,22,1,1,1,5,tennis
0,0,0,0,1,43,0,1780,14,5,21,2,0,4,1,tennis
0,0,0,0,2,40,1,1176,12,3,16,1,1,0,3,tennis
0,0,0,0,1,53,0,898,8,3,20,1,3,0,19,tennis
0,0,0,0,2,74,0,2397,22,5,19,2,5,3,5,tennis
0,0,0,0,0,68,1,1811,16,4,20,2,3,1,16,tennis
0,0,0,0,1,104,0,2345,24,4,17,1,4,7,30,tennis
0,0,0,0,0,35,1,786,6,3,21,0,0,0,5,tennis
0,0,0,0,0,91,0,2267,22,5,18,3,2,0,24,tennis
0,0,0,0,1,89,0,2438,26,4,17,4,5,6,15,tennis
0,0,0,0,1,89,0,2435,26,4,17,4,5,6,15,tennis
0,0,0,0,0,36,1,791,6,3,21,0,0,0,5,tennis
0,0,0,0,0,82,0,2001,19,4,18,2,0,3,12,tennis
0,0,0,0,4,87,0,2369,28,4,15,4,4,0,10,tennis
0,0,0,0,1,92,1,2216,27,5,14,3,3,1,23,tennis
0,0,0,0,0,36,0,1238,12,4,19,1,4,0,3,tennis
0,0,0,0,0,407,0,5283,27,70,31,1,1,13,73,tennis
0,0,0,0,0,115,0,1991,19,4,18,1,2,0,49,tennis
0,0,0,0,0,42,1,1298,12,3,19,0,0,0,5,tennis
0,0,0,0,0,42,1,1301,12,3,19,0,0,0,5,tennis
0,0,0,0,0,108,0,2708,27,10,18,1,1,0,64,tennis
0,0,0,0,0,63,0,1603,14,4,21,1,2,3,7,tennis
0,0,0,0,0,39,0,992,9,3,19,1,0,4,2,tennis
0,0,0,0,0,51,0,1961,17,4,20,1,0,0,11,tennis
0,0,0,0,0,47,1,1014,8,5,21,0,1,2,3,tennis
0,0,0,0,1,31,0,787,6,3,22,1,0,0,2,tennis
0,0,0,0,0,80,0,2392,24,5,17,2,2,0,17,tennis
0,0,0,0,2,34,0,1232,10,3,21,2,1,2,2,tennis
0,0,0,0,0,56,1,2110,18,4,20,2,4,0,17,tennis
0,0,0,0,0,99,0,2236,30,5,14,3,7,2,10,tennis
0,0,0,0,0,99,0,2245,30,5,14,3,7,2,10,tennis
0,0,0,0,1,197,0,7766,81,44,17,0,0,0,39,tennis
0,0,0,0,2,64,0,1397,11,4,22,0,3,4,4,tennis
0,0,0,0,8,101,0,3397,37,5,16,5,4,2,3,tennis
0,0,0,0,1,59,0,1123,8,4,23,0,0,1,2,tennis
0,0,0,0,1,174,0,4011,28,9,24,0,0,4,12,tennis
0,0,2,0,1,52,0,1522,13,5,20,1,1,0,7,tennis
0,0,0,0,0,66,1,1426,12,4,20,0,1,0,13,tennis
0,0,0,0,0,39,0,762,7,3,18,1,2,0,12,tennis
0,0,0,0,0,45,0,1085,9,4,22,1,6,1,7,tennis
0,0,0,0,2,100,0,2370,20,4,20,2,3,3,9,tennis
0,0,0,0,0,37,1,776,7,3,18,1,2,0,7,tennis
0,0,0,0,1,57,1,1863,21,4,15,1,2,2,0,tennis
0,0,0,0,3,52,0,1603,15,4,19,2,0,0,13,tennis
0,0,0,0,0,33,1,766,9,3,14,1,2,0,8,tennis
0,0,0,0,0,28,0,789,6,3,23,0,1,0,12,tennis
0,0,0,0,0,46,0,757,6,3,21,0,0,0,13,tennis
0,0,0,0,0,68,0,1379,13,4,18,1,1,0,26,tennis
0,0,0,0,0,38,0,780,7,3,19,0,1,0,14,tennis
0,0,0,0,0,62,0,1159,15,4,13,2,1,0,26,tennis
0,0,0,0,1,57,1,1779,14,4,23,0,4,0,16,tennis
0,0,0,0,0,47,0,1187,15,3,14,1,1,0,17,tennis
0,0,0,0,1,47,1,1073,8,3,22,1,0,3,4,tennis
0,0,0,0,1,57,1,1447,17,4,14,2,3,0,12,tennis
0,0,0,0,0,41,0,1039,9,3,20,1,4,2,5,tennis
0,0,0,0,0,59,0,1379,14,4,16,0,1,1,10,tennis
0,0,0,0,1,83,0,1289,11,3,20,0,0,0,28,tennis
0,0,0,0,0,31,1,934,8,3,21,1,2,0,10,tennis
0,0,0,0,0,39,0,978,10,3,18,0,3,0,8,tennis
